Substrates,Allylic Substrates,Additive,Catalysts,Chirality,base,b:l ratio,Yield_ori,ee,doi,Yield
O=S(NCC1=CC=CC=C1)(C2=CC=C([N+]([O-])=O)C=C2)=O,O=C(OC/C=C/CCC1=CC=CC=C1)OC,,CC(C1=C(OC)C=CC=C1)N(C(C)C2=CC=CC=C2OC)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,CCN(CC)CC,,75,88,10.1039/b505205e,75
O=S(NCC1=CC=CC=C1)(C2=CC=C([N+]([O-])=O)C=C2)=O,O=C(OC/C=C/CCC1=CC=CC=C1)OC,,CC(C1=C(OC)C=CC=C1)N(C(C)C2=CC=CC=C2OC)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,74,84,10.1039/b505206e,74
O=S(NCC=C)(C1=CC=C([N+]([O-])=O)C=C1)=O,O=C(OC/C=C/C1=CC=CC=C1)OC,,CC(C1=C(OC)C=CC=C1)N(C(C)C2=CC=CC=C2OC)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,CCN(CC)CC,,81,88,10.1039/b505207e,81
O=S(NCC=C)(C1=CC=C([N+]([O-])=O)C=C1)=O,O=C(OC/C=C/C1=CC=CC=C1)OC,,CC(C1=C(OC)C=CC=C1)N(C(C)C2=CC=CC=C2OC)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,65,90,10.1039/b505208e,65
O=S(NCC=C)(C1=CC=C([N+]([O-])=O)C=C1)=O,O=C(OC/C=C/C1=CN=CC=C1)OC,,CC(C1=C(OC)C=CC=C1)N(C(C)C2=CC=CC=C2OC)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,CCN(CC)CC,,75,91,10.1039/b505209e,75
O=S(NCC=C)(C1=CC=C([N+]([O-])=O)C=C1)=O,O=C(OC/C=C/C1=CN=CC=C1)OC,,CC(C1=C(OC)C=CC=C1)N(C(C)C2=CC=CC=C2OC)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,80,93,10.1039/b505210e,80
O=S(NCCC=C)(C1=CC=C([N+]([O-])=O)C=C1)=O,O=C(OC/C=C/C1=CC=CC=C1)OC,,CC(C1=C(OC)C=CC=C1)N(C(C)C2=CC=CC=C2OC)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,CCN(CC)CC,,76,97,10.1039/b505211e,76
O=S(NCCC=C)(C1=CC=C([N+]([O-])=O)C=C1)=O,O=C(OC/C=C/C1=CC=CC=C1)OC,,CC(C1=C(OC)C=CC=C1)N(C(C)C2=CC=CC=C2OC)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,76,90,10.1039/b505212e,76
O=S(NCCC=C)(C1=CC=C([N+]([O-])=O)C=C1)=O,O=C(OC/C=C/C1=CN=CC=C1)OC,,CC(C1=C(OC)C=CC=C1)N(C(C)C2=CC=CC=C2OC)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,CCN(CC)CC,,54,97,10.1039/b505213e,54
O=S(NCCC=C)(C1=CC=C([N+]([O-])=O)C=C1)=O,O=C(OC/C=C/C1=CN=CC=C1)OC,,CC(C1=C(OC)C=CC=C1)N(C(C)C2=CC=CC=C2OC)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,55,95,10.1039/b505214e,55
c1ccc2c(c1)CCN2,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,90,95,10.1002/anie.200460276,90
c1ccc2c(c1)CCN2,COC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,82,95,10.1021/acs.organomet.6b00339,82
c1ccc2c(c1)CCN2,COC(=O)OC/C=C/c1ccccc1OC,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,82,60,10.1021/acs.organomet.6b00339,82
c1ccc2c(c1)CCN2,COC(=O)OC/C=C/c1ccccc1C,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,58,39,10.1021/acs.organomet.6b00339,58
c1ccc2c(c1)CCN2,COC(=O)OC/C=C/c1ccccc1Cl,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,66,16,10.1021/acs.organomet.6b00339,66
c1ccc2c(c1)CCN2,COC(=O)OC/C=C/c1ccccc1Br,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,57,8,10.1021/acs.organomet.6b00339,57
c1ccc2c(c1)CCCN2,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,89,96,10.1002/anie.200460276,89
C1CCNCC1,COC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,91,96,10.1021/ja028614m,91
C1COCCN1,COC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,92,97,10.1021/ja028614m,92
CCNCC,COC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,83,97,10.1021/ja028614m,83
C1CCNC1,COC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,75,97,10.1021/ja028614m,75
C1COCCN1,CC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,87,96,10.1021/ja028614m,87
Cc1ccc(N)cc1,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,76,94,10.1002/anie.200460276,76
Cc1ccc(N)cc1,CCC/C=C/COC(=O)OC,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,94,93,10.1002/anie.200460276,94
COc1ccc(N)cc1,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,91,95,10.1002/anie.200460276,91
COc1ccc(N)cc1,CCC/C=C/COC(=O)OC,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,95,95,10.1002/anie.200460276,95
COc1cccc(N)c1,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,82,96,10.1002/anie.200460276,82
CCOc1cccc(N)c1,COC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,86,96,10.1002/anie.200460276,86
Nc1ccc(F)cc1,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,90,94,10.1002/anie.200460276,90
Nc1ccc(Cl)cc1,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,89,96,10.1002/anie.200460276,89
Nc1ccc(I)cc1,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,92,96,10.1002/anie.200460276,92
Nc1cccc2ccccc12,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,83,95,10.1002/anie.200460276,83
Nc1ccc2ccccc2c1,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,89,95,10.1002/anie.200460276,89
Nc1ccc(C(F)(F)F)cc1,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,72,96,10.1002/anie.200460276,72
Nc1ccccc1Br,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,66,94,10.1002/anie.200460276,66
Cc1cc(C)c(N)c(C)c1,COC(=O)OC/C=C/c1ccccc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,82,96,10.1002/anie.200460276,82
CSc1ccc(N)cc1,COC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,85,96,10.1002/anie.200460276,85
Nc1ccccc1,COC(=O)OC/C=C/c1ccc(OC)cc1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,88,96,10.1002/anie.200460276,88
Nc1ccccc1,COC(=O)OC/C=C/c1ccco1,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,81,90,10.1002/anie.200460276,81
Nc1ccccc1,COC(=O)OC/C=C/c1ccccc1OC,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,91,74,10.1002/anie.200460276,91
Nc1ccccc1,CCC/C=C/COC(=O)OC,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,93,92,10.1002/anie.200460276,93
Nc1ccccc1,C/C=C/COC(=O)OC,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,72,95,10.1002/anie.200460276,72
Nc1ccccc1,C/C=C/C=C/COC(=O)OC,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,87,97,10.1002/anie.200460276,87
Nc1ccccc1,COC(=O)OC/C=C/C(C)C,DABCO,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,83,97,10.1002/anie.200460276,83
Nc1ccccc1,COC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,60,36,10.1021/acs.organomet.6b00339,60
Nc1ccccc1,COC(=O)OC/C=C/c1ccccc1C,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,58,39,10.1021/acs.organomet.6b00339,58
Nc1ccccc1,COC(=O)OC/C=C/c1ccccc1Br,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,26,29,10.1021/acs.organomet.6b00339,26
Nc1ccccc1,COC(=O)OC/C=C/c1cccs1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,77,93,10.1021/acs.organomet.6b00339,77
Nc1ccccc1,COC(=O)OC/C=C/c1ccc(Br)cc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,74,91,10.1021/acs.organomet.6b00339,74
Nc1ccccc1,COC(=O)OC/C=C/c1ccc(OC)cc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,84,88,10.1021/acs.organomet.6b00339,84
NCc1ccccc1,COC(=O)OC/C=C/c1ccccc1OC,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,77,76,10.1021/acs.organomet.6b00339,77
NCc1ccccc1,COC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,89,94,10.1021/ja028614m,89
COc1ccc(CN)cc1,COC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,80,94,10.1021/ja028614m,80
CCCCCCN,COC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,88,96,10.1021/ja028614m,88
C=CCN,COC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,76,97,10.1021/ja028614m,76
NCc1ccccc1,COC(=O)OC/C=C/c1ccc(OC)cc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,88,96,10.1021/ja028614m,88
NCc1ccccc1,COC(=O)OC/C=C/c1ccc([N+](=O)[O-])cc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,83/13/4,67,86,10.1021/ja028614m,55.61
NCc1ccccc1,COC(=O)OC/C=C/c1ccccc1OC,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,77,76,10.1021/ja028614m,77
NCc1ccccc1,COC(=O)OC/C=C/c1ccco1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,58,97,10.1021/ja028614m,58
NCc1ccccc1,CCC/C=C/COC(=O)OC,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,1988/8/4,66,95,10.1021/ja028614m,58.08
NCc1ccccc1,CC(=O)OC/C=C/c1ccccc1,,CC(C1=CC=CC=C1)N(C(C)C2=CC=CC=C2)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,0,,,95,95,10.1021/ja028614m,95
NS(=O)(C1=CC=C([N+]([O-])=O)C=C1)=O,O=C(OC/C=C/C1=CC=CC=C1)OC,,CC(C1=C(OC)C=CC=C1)N(C(C)C2=CC=CC=C2OC)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,CCN(CC)CC,,84,93,10.1039/b505197e,84
NS(=O)(C1=CC=C([N+]([O-])=O)C=C1)=O,O=C(OC/C=C/C1=CC=CC=C1)OC,,CC(C1=C(OC)C=CC=C1)N(C(C)C2=CC=CC=C2OC)P3OC4=C(C5=C(C=CC=C6)C6=CC=C5O3)C7=CC=CC=C7C=C4,1,,,64,90,10.1039/b505197e,64
